"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"12/05/2016","120010023","1","5.8","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"12/08/2016","120010023","1","7","ug/m3 LC","29","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"12/11/2016","120010023","1","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"12/14/2016","120010023","1","4.3","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"12/17/2016","120010023","1","6.2","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"12/23/2016","120010023","1","10.2","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"12/26/2016","120010023","1","4.5","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"12/29/2016","120010023","1","3.6","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"01/01/2016","120010023","2","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"01/13/2016","120010023","2","10.3","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
"01/25/2016","120010023","2","15.2","ug/m3 LC","58","1","100.0000","88101","PM2.5 - Local Conditions","23540","Gainesville, FL","12","Florida","001","Alachua","29.7061110008127","-82.387778"
